date,open,high,low,close,adjusted_close,volume
2024-01-04,0.27,0.27,0.265,0.27,0.2653,397900
2024-01-05,0.27,0.27,0.265,0.27,0.2653,618100
2024-01-08,0.27,0.29,0.27,0.29,0.285,3518000
2024-01-09,0.29,0.295,0.28,0.28,0.2752,1949600
2024-01-10,0.285,0.285,0.275,0.285,0.2801,661900
2024-01-11,0.285,0.29,0.28,0.29,0.285,484600
2024-01-12,0.285,0.285,0.275,0.285,0.2801,665700
2024-01-15,0.285,0.29,0.28,0.285,0.2801,950400
2024-01-16,0.285,0.29,0.27,0.27,0.2653,1432100
2024-01-17,0.27,0.27,0.265,0.265,0.2604,737900
2024-01-18,0.26,0.265,0.26,0.265,0.2604,756700
2024-01-19,0.27,0.27,0.26,0.26,0.2555,526600
2024-01-22,0.265,0.275,0.265,0.275,0.2703,448800
2024-01-23,0.27,0.275,0.265,0.275,0.2703,413800
2024-01-24,0.27,0.28,0.27,0.28,0.2752,533600
2024-01-26,0.28,0.29,0.28,0.29,0.285,1473300
2024-01-29,0.295,0.31,0.295,0.305,0.2997,10198300
2024-01-30,0.305,0.305,0.295,0.3,0.2948,1504700
2024-01-31,0.295,0.3,0.285,0.285,0.2801,1803400
2024-02-02,0.285,0.285,0.275,0.275,0.2703,2004300
2024-02-05,0.275,0.28,0.27,0.27,0.2653,802700
2024-02-06,0.27,0.285,0.27,0.285,0.2801,743500
2024-02-07,0.285,0.285,0.275,0.285,0.2801,537400
2024-02-08,0.28,0.285,0.275,0.28,0.2752,549700
2024-02-09,0.28,0.28,0.275,0.28,0.2752,462200
2024-02-13,0.28,0.29,0.28,0.29,0.285,529000
2024-02-14,0.285,0.29,0.28,0.29,0.285,370500
2024-02-15,0.29,0.3,0.29,0.295,0.2899,1645300
2024-02-16,0.295,0.3,0.295,0.295,0.2899,1089500
2024-02-19,0.295,0.295,0.285,0.29,0.285,566000
2024-02-20,0.29,0.3,0.29,0.295,0.2899,749900
2024-02-21,0.295,0.295,0.295,0.295,0.2899,155500
2024-02-22,0.29,0.295,0.29,0.295,0.2899,231900
2024-02-23,0.295,0.295,0.29,0.295,0.2899,331300
2024-02-26,0.3,0.3,0.285,0.29,0.285,485800
2024-02-27,0.3,0.31,0.295,0.305,0.2997,5019500
2024-02-28,0.305,0.305,0.29,0.295,0.2899,2012700
2024-02-29,0.295,0.295,0.29,0.295,0.2899,673700
2024-03-01,0.295,0.295,0.28,0.29,0.285,1045500
2024-03-04,0.285,0.29,0.28,0.29,0.285,987300
2024-03-05,0.29,0.29,0.28,0.285,0.2801,769900
2024-03-06,0.285,0.29,0.275,0.28,0.2752,961200
2024-03-07,0.28,0.29,0.28,0.285,0.2801,227600
2024-03-08,0.29,0.29,0.285,0.285,0.2801,370600
2024-03-11,0.285,0.295,0.285,0.29,0.285,533200
2024-03-12,0.29,0.29,0.29,0.29,0.285,269000
2024-03-13,0.29,0.295,0.285,0.285,0.285,469900
2024-03-14,0.285,0.285,0.28,0.285,0.285,282700
2024-03-15,0.285,0.29,0.285,0.29,0.29,489000
2024-03-18,0.29,0.3,0.29,0.295,0.295,723300
2024-03-19,0.3,0.345,0.3,0.345,0.345,33471800
2024-03-20,0.34,0.36,0.33,0.34,0.34,19359000
2024-03-21,0.34,0.345,0.325,0.33,0.33,7872600
2024-03-22,0.33,0.355,0.325,0.35,0.35,18405400
2024-03-25,0.35,0.375,0.34,0.35,0.35,17597600
2024-03-26,0.35,0.36,0.34,0.35,0.35,2826800
2024-03-27,0.35,0.365,0.335,0.36,0.36,6378700
2024-03-29,0.365,0.37,0.34,0.345,0.345,5744600
2024-04-01,0.345,0.365,0.345,0.355,0.355,4775500
2024-04-02,0.355,0.365,0.345,0.35,0.35,9775500
2024-04-03,0.35,0.35,0.34,0.345,0.345,2373700
2024-04-04,0.345,0.35,0.335,0.335,0.335,2929600
2024-04-05,0.335,0.345,0.335,0.34,0.34,2723300
2024-04-08,0.34,0.345,0.34,0.345,0.345,1298000
2024-04-09,0.36,0.365,0.35,0.36,0.36,11327100
2024-04-12,0.36,0.375,0.355,0.37,0.37,8645900
2024-04-15,0.365,0.39,0.36,0.38,0.38,19273100
2024-04-16,0.38,0.39,0.36,0.375,0.375,8724800
2024-04-17,0.37,0.39,0.37,0.385,0.385,8527700
2024-04-18,0.39,0.4,0.375,0.38,0.38,15192300
2024-04-19,0.38,0.38,0.355,0.365,0.365,6036800
2024-04-22,0.37,0.38,0.365,0.375,0.375,1871400
2024-04-23,0.38,0.385,0.375,0.375,0.375,1564100
2024-04-24,0.385,0.395,0.385,0.395,0.395,6451400
2024-04-25,0.39,0.395,0.385,0.39,0.39,1827400
2024-04-26,0.39,0.4,0.385,0.385,0.385,3908200
2024-04-29,0.39,0.395,0.385,0.39,0.39,3209300
2024-04-30,0.39,0.395,0.385,0.39,0.39,3005200
2024-05-02,0.39,0.39,0.38,0.385,0.385,1602400
2024-05-03,0.385,0.395,0.385,0.39,0.39,2396000
2024-05-06,0.39,0.44,0.39,0.43,0.43,19335800
2024-05-07,0.43,0.435,0.425,0.425,0.425,2734300
2024-05-08,0.425,0.435,0.415,0.435,0.435,4569600
2024-05-09,0.435,0.45,0.425,0.425,0.425,7611100
2024-05-10,0.43,0.44,0.425,0.425,0.425,4630300
2024-05-13,0.425,0.43,0.4,0.415,0.415,4911600
2024-05-14,0.425,0.435,0.415,0.415,0.415,3391600
2024-05-15,0.42,0.445,0.42,0.42,0.42,12035000
2024-05-16,0.425,0.44,0.42,0.425,0.425,3681100
2024-05-17,0.425,0.435,0.42,0.43,0.43,2485000
2024-05-20,0.43,0.445,0.43,0.44,0.44,9270500
2024-05-21,0.44,0.46,0.43,0.435,0.435,11971100
2024-05-23,0.43,0.44,0.425,0.425,0.425,3379100
2024-05-24,0.425,0.425,0.415,0.42,0.42,2694900
2024-05-27,0.42,0.425,0.415,0.42,0.42,2826700
2024-05-28,0.435,0.435,0.42,0.435,0.435,6749400
2024-05-29,0.44,0.445,0.43,0.44,0.44,6276900
2024-05-30,0.44,0.44,0.43,0.43,0.43,1949000
2024-05-31,0.43,0.435,0.415,0.425,0.425,1967800
2024-06-04,0.43,0.43,0.42,0.425,0.425,2984400
2024-06-05,0.44,0.485,0.44,0.465,0.465,36777400
2024-06-06,0.47,0.52,0.47,0.52,0.52,39184699
2024-06-07,0.52,0.52,0.495,0.505,0.505,14158900
2024-06-10,0.505,0.505,0.48,0.485,0.485,11139200
2024-06-11,0.49,0.51,0.49,0.505,0.505,10049600
2024-06-12,0.51,0.52,0.47,0.505,0.505,12891700
2024-06-13,0.51,0.515,0.5,0.505,0.505,5174000
2024-06-14,0.51,0.51,0.495,0.505,0.505,2629500
2024-06-18,0.505,0.51,0.485,0.49,0.49,3568700
2024-06-19,0.485,0.505,0.485,0.495,0.495,3555800
2024-06-20,0.495,0.495,0.475,0.48,0.48,3259800
2024-06-21,0.475,0.485,0.46,0.465,0.465,6363900
2024-06-24,0.46,0.465,0.435,0.445,0.445,5653500
2024-06-25,0.445,0.45,0.43,0.435,0.435,3485800
2024-06-26,0.435,0.455,0.435,0.445,0.445,5749500
2024-06-27,0.45,0.46,0.445,0.445,0.445,1995300
2024-06-28,0.445,0.465,0.445,0.46,0.46,2217300
2024-07-01,0.465,0.495,0.465,0.495,0.495,6219000
2024-07-02,0.495,0.515,0.475,0.505,0.505,11812900
2024-07-03,0.505,0.515,0.5,0.51,0.51,4112700
2024-07-04,0.505,0.505,0.495,0.495,0.495,2501200
2024-07-05,0.495,0.5,0.49,0.495,0.495,1107700
2024-07-09,0.495,0.495,0.485,0.495,0.495,1352500
2024-07-10,0.495,0.535,0.495,0.535,0.535,14273100
2024-07-11,0.535,0.54,0.51,0.51,0.51,9030800
2024-07-12,0.515,0.53,0.5,0.505,0.505,6444200
2024-07-15,0.51,0.52,0.5,0.5,0.5,7312500
2024-07-16,0.505,0.51,0.49,0.5,0.5,4799100
2024-07-17,0.5,0.52,0.5,0.515,0.515,5658400
2024-07-18,0.515,0.515,0.5,0.515,0.515,2730700
2024-07-19,0.51,0.51,0.5,0.505,0.505,2133500
2024-07-22,0.5,0.505,0.47,0.49,0.49,7610600
2024-07-23,0.49,0.5,0.485,0.49,0.49,1864300
2024-07-24,0.485,0.495,0.48,0.485,0.485,1069300
2024-07-25,0.485,0.485,0.47,0.475,0.475,2610400
2024-07-26,0.475,0.475,0.465,0.475,0.475,1495600
2024-07-29,0.47,0.48,0.455,0.46,0.46,5260900
2024-07-30,0.46,0.47,0.44,0.445,0.445,2631400
2024-07-31,0.445,0.46,0.435,0.46,0.46,3207200
2024-08-01,0.46,0.465,0.445,0.45,0.45,1859900
2024-08-02,0.445,0.445,0.425,0.43,0.43,4158500
2024-08-05,0.415,0.415,0.36,0.37,0.37,9943800
2024-08-06,0.37,0.395,0.355,0.385,0.385,7108600
2024-08-07,0.39,0.425,0.38,0.42,0.42,6911100
2024-08-08,0.42,0.425,0.405,0.425,0.425,1739400
2024-08-09,0.435,0.445,0.43,0.435,0.435,4223400
2024-08-12,0.435,0.455,0.435,0.45,0.45,3709200
2024-08-13,0.45,0.45,0.435,0.44,0.44,1148100
2024-08-14,0.445,0.46,0.445,0.455,0.455,2241400
2024-08-15,0.455,0.455,0.435,0.44,0.44,1545500
2024-08-16,0.445,0.445,0.44,0.44,0.44,800700
2024-08-19,0.44,0.45,0.435,0.44,0.44,1185200
2024-08-20,0.44,0.445,0.43,0.44,0.44,1533200
2024-08-21,0.44,0.45,0.435,0.45,0.45,1162500
2024-08-22,0.45,0.45,0.44,0.45,0.45,960500
2024-08-23,0.445,0.445,0.42,0.44,0.44,2175300
2024-08-26,0.44,0.45,0.44,0.45,0.45,1495900
2024-08-27,0.47,0.49,0.465,0.475,0.475,6997700
2024-08-28,0.48,0.5,0.48,0.49,0.49,7921100
2024-08-29,0.49,0.495,0.47,0.48,0.48,2660600
2024-08-30,0.48,0.51,0.475,0.505,0.505,8734500
2024-09-02,0.51,0.525,0.495,0.505,0.505,8056300
2024-09-03,0.505,0.52,0.505,0.505,0.505,2256400
2024-09-04,0.495,0.505,0.485,0.5,0.5,2758600
2024-09-05,0.5,0.5,0.485,0.485,0.485,2868600
2024-09-06,0.49,0.5,0.49,0.495,0.495,1982400
