Close,diff_Daily,fluc_Daily,diff_Close_lag_5_4day,diff_Close_lag_4_3day,diff_Close_lag_3_2day,diff_Close_lag_2_1day,diff_Close_lag_1_0day,Close_next_1day,diff_Close_next_1day,RSI_7,RSI_8,RSI_9,RSI_10,RSI_11,RSI_12,RSI_13,RSI_14,MACD_f11_s25_p8,MACD_Signal_f11_s25_p8,MACD_Hist_f11_s25_p8,MACD_f12_s26_p9,MACD_Signal_f12_s26_p9,MACD_Hist_f12_s26_p9,MACD_f13_s27_p10,MACD_Signal_f13_s27_p10,MACD_Hist_f13_s27_p10,MACD_f14_s28_p11,MACD_Signal_f14_s28_p11,MACD_Hist_f14_s28_p11,MACD_f15_s29_p12,MACD_Signal_f15_s29_p12,MACD_Hist_f15_s29_p12
1.07,-0.020000000000000018,0.050000000000000044,0.020000000000000018,0.010000000000000009,0.010000000000000009,-0.020000000000000018,0.010000000000000009,1.07,0.0,22.222222222222214,46.15384615384615,50.0,41.17647058823529,36.8421052631579,36.8421052631579,35.00000000000004,35.00000000000004,-0.014514523121981648,-0.012015010519575996,-0.002499512602405652,-0.013938988767864702,-0.011334239611585781,-0.0026047491562789203,-0.013400569682549213,-0.010747874020426576,-0.0026526956621226363,-0.012894269155135474,-0.010232300060609333,-0.0026619690945261405,-0.012415604769337563,-0.00977018921766415,-0.0026454155516734135
1.07,0.0,0.020000000000000018,0.010000000000000009,0.010000000000000009,-0.020000000000000018,0.010000000000000009,0.0,1.04,-0.030000000000000027,28.57142857142857,22.222222222222214,46.15384615384615,50.0,41.17647058823529,36.8421052631579,36.8421052631579,35.00000000000004,-0.014724527150838274,-0.012617180454708854,-0.0021073466961294193,-0.014187757369623188,-0.011905128427206008,-0.002282628942417181,-0.01367648967348245,-0.011280824306080007,-0.0023956653674024435,-0.013188774318428909,-0.01072604886900905,-0.002462725449419858,-0.012722357235609882,-0.010226208886192417,-0.0024961483494174656
1.04,-0.030000000000000027,0.040000000000000036,0.010000000000000009,-0.020000000000000018,0.010000000000000009,0.0,0.030000000000000027,1.08,0.040000000000000036,20.0,20.0,16.666666666666657,37.5,41.17647058823529,35.0,31.818181818181827,31.818181818181827,-0.017373092554324954,-0.01367412506986342,-0.0036989674844615343,-0.01659508460262793,-0.01284336324197446,-0.00375172136065347,-0.0158776979818267,-0.012117229071026643,-0.0037604689108000564,-0.015211760401333763,-0.011474935320829384,-0.0037368250805043784,-0.014589724863120157,-0.010899818813858755,-0.003689906049261402
1.08,0.030000000000000027,0.040000000000000036,-0.020000000000000018,0.010000000000000009,0.0,0.030000000000000027,-0.040000000000000036,1.08,0.0,50.0,42.857142857142854,42.857142857142854,37.5,50.0,52.38095238095238,45.83333333333333,42.30769230769231,-0.015617330438974175,-0.014105972401628229,-0.0015113580373459466,-0.015123999445082026,-0.01329958523619707,-0.001824414208884956,-0.014636986689611886,-0.012575640156977822,-0.002061346532634064,-0.014159701747948228,-0.01192302857608742,-0.0022366731718608084,-0.013693769378407827,-0.01133090270369919,-0.002362866674708638
1.08,-0.010000000000000009,0.030000000000000027,0.010000000000000009,0.0,0.030000000000000027,-0.040000000000000036,0.0,1.07,-0.010000000000000009,54.54545454545455,50.0,42.857142857142854,42.857142857142854,37.5,50.0,52.38095238095237,45.833333333333336,-0.01406640985281249,-0.014097180345399344,3.0770492586854395e-05,-0.013799008010868752,-0.01339948639005772,-0.0003995216208110327,-0.013500088813368283,-0.012743803770810847,-0.0007562850425574356,-0.013180609297313683,-0.01213287207447004,-0.0010477372228436428,-0.012848027605675272,-0.011564878470018252,-0.0012831491356570194
1.07,0.0,0.020000000000000018,0.0,0.030000000000000027,-0.040000000000000036,0.0,0.010000000000000009,1.07,0.0,54.54545454545455,50.0,46.15384615384615,39.99999999999999,39.99999999999999,35.294117647058826,47.61904761904762,50.0,-0.013586151935060853,-0.013983614671705301,0.00039746273664444803,-0.013396325426476619,-0.013398854113297503,2.528686820884793e-06,-0.013165945878281127,-0.012820587529992404,-0.000345358348288723,-0.012906500500557305,-0.012261936595685826,-0.0006445639048714789,-0.01262627053828247,-0.01172850800158641,-0.000897762536696059
1.07,0.010000000000000009,0.020000000000000018,0.030000000000000027,-0.040000000000000036,0.0,0.010000000000000009,0.0,1.08,0.010000000000000009,44.444444444444436,54.54545454545455,50.0,46.15384615384615,39.99999999999999,39.99999999999999,35.294117647058826,47.61904761904762,-0.013042379782416846,-0.013774445912565395,0.0007320661301485482,-0.012928051840849442,-0.013304683644886054,0.00037663180403661213,-0.01276558466469968,-0.01281058374196752,4.4999077267840124e-05,-0.01256663673090852,-0.0123127614476797,-0.0002538752832288195,-0.012340006307371088,-0.011822749600712558,-0.0005172567066585292
1.08,0.010000000000000009,0.020000000000000018,-0.040000000000000036,0.0,0.010000000000000009,0.0,-0.010000000000000009,1.07,-0.010000000000000009,55.55555555555556,50.0,58.33333333333334,53.846153846153854,50.0,43.75,43.75,38.888888888888886,-0.011562924411218756,-0.013282986729678566,0.0017200623184598102,-0.01162029383210994,-0.012967777021485018,0.0013474831893750781,-0.011607299571241958,-0.012591746327624633,0.0009844467563826752,-0.011538867203511272,-0.012183691257154607,0.000644824053643335,-0.01142656305384282,-0.011761707427281083,0.0003351443734382637
1.07,0.0,0.020000000000000018,0.0,0.010000000000000009,0.0,-0.010000000000000009,0.010000000000000009,1.07,0.0,50.0,50.0,45.45454545454545,53.846153846153854,50.0,46.666666666666664,41.1764705882353,41.17647058823529,-0.011170689202437023,-0.01281357987984412,0.0016428906774070967,-0.011257000847920029,-0.012625598499308536,0.0013685976513885065,-0.011276609072242705,-0.01235257817573971,0.0010759691034970056,-0.011241834337594181,-0.012026626050823436,0.0007847917132292551,-0.011162707564443819,-0.011669437982693648,0.0005067304182498292
1.07,0.0,0.040000000000000036,0.010000000000000009,0.0,-0.010000000000000009,0.010000000000000009,0.0,1.07,0.0,71.42857142857143,50.0,50.0,45.45454545454546,53.846153846153854,50.0,46.666666666666664,41.17647058823529,-0.01072565083871213,-0.012349589959854934,0.0016239391211428037,-0.010844007594681626,-0.012269260917519832,0.0014252533228382054,-0.010898296291861564,-0.012088115982871666,0.0011898196910101015,-0.010898783570605364,-0.011838563447434815,0.000939779876829451,-0.010854244403161184,-0.011543890469688636,0.0006896460665274523
1.07,0.010000000000000009,0.020000000000000018,0.0,-0.010000000000000009,0.010000000000000009,0.0,0.0,1.07,0.0,33.33333333333333,71.42857142857143,50.0,50.0,45.45454545454546,53.846153846153854,50.0,46.666666666666664,-0.01024571579420952,-0.011882057909225155,0.0016363421150156349,-0.010396792925100096,-0.011894751006828673,0.0014979580817285777,-0.010485946564186444,-0.01179676981373478,0.001310823249548336,-0.010521756664608084,-0.011619009203629516,0.0010972525390214316,-0.010511918160556633,-0.011384982932885247,0.000873064772328614
1.07,0.010000000000000009,0.030000000000000027,-0.010000000000000009,0.010000000000000009,0.0,0.0,0.0,1.06,-0.010000000000000009,33.33333333333333,33.33333333333333,71.42857142857142,50.0,50.0,45.45454545454545,53.846153846153854,50.0,-0.009745103371118002,-0.011407175600925796,0.0016620722298077931,-0.009927872514902791,-0.011501361600823328,0.0015734890859205371,-0.010050719070241243,-0.011479268024277721,0.0014285489540364783,-0.010120782155472074,-0.011369222737088727,0.0012484405816166524,-0.010144785944687262,-0.011194038442827105,0.0010492524981398424
1.06,0.0,0.010000000000000009,0.010000000000000009,0.0,0.0,0.0,0.010000000000000009,1.07,0.010000000000000009,33.33333333333333,25.0,25.000000000000014,62.50000000000001,45.45454545454546,45.45454545454545,41.666666666666664,50.0,-0.010130029742436486,-0.011123363772972173,0.000993334030535687,-0.010242111567398071,-0.011249504573389033,0.0010073930059909617,-0.010312578816392692,-0.011267121929857302,0.0009545431134646096,-0.010343851842446794,-0.011198280847581388,0.0008544290051345944,-0.010339195206194196,-0.01106243956640226,0.0007232443602080644
1.07,0.0,0.030000000000000027,0.0,0.0,0.0,0.010000000000000009,-0.010000000000000009,1.08,0.010000000000000009,50.0,50.0,40.0,39.99999999999999,66.66666666666666,50.0,50.0,46.15384615384615,-0.009400952621124503,-0.01074060402192393,0.0013396514007994274,-0.00957648751092588,-0.010914893698824549,0.0013384061878986692,-0.00970462910865244,-0.010983009552391008,0.0012783804437385676,-0.009788769906418748,-0.010963308817327906,0.0011745389109091581,-0.009832790517560364,-0.010873159911325375,0.0010403693937650112
1.08,0.010000000000000009,0.020000000000000018,0.0,0.0,0.010000000000000009,-0.010000000000000009,-0.010000000000000009,1.06,-0.020000000000000018,50.0,60.0,60.0,50.0,50.0,70.0,53.846153846153854,53.846153846153854,-0.0078241813758273,-0.010092507838968097,0.0022683264631407976,-0.008150591793526951,-0.010362023454230268,0.0022114316607033165,-0.008410382606445665,-0.010515228520079082,0.0021048459136334165,-0.008610655392398359,-0.010571125445014836,0.0019604700526164778,-0.008757980209257221,-0.010547597921474977,0.0017896177122177555
1.06,-0.010000000000000009,0.040000000000000036,0.0,0.010000000000000009,-0.010000000000000009,-0.010000000000000009,0.020000000000000018,1.05,-0.010000000000000009,40.0,33.33333333333333,42.857142857142854,42.857142857142854,37.5,37.5,58.33333333333334,46.666666666666664,-0.008302036271815805,-0.009694624188578345,0.0013925879167625398,-0.00853137849414387,-0.009995889236570814,0.0014645107424269433,-0.008717517245407036,-0.010188354384992809,0.0014708371395857726,-0.008861761555847503,-0.010286186376398608,0.001424424820551105,-0.008966437877492739,-0.010304247830054118,0.0013378099525613793
1.05,0.0,0.010000000000000009,0.010000000000000009,-0.010000000000000009,-0.010000000000000009,0.020000000000000018,0.010000000000000009,1.01,-0.040000000000000036,33.33333333333333,33.33333333333333,28.571428571428584,37.5,37.5,33.33333333333333,33.33333333333333,53.846153846153854,-0.009458789367757348,-0.00964221633998532,0.00018342697222797216,-0.00952802332716618,-0.009902314986260825,0.00037429165909464573,-0.009584717273750432,-0.010078597364319366,0.0004938800905689347,-0.009623556835197666,-0.010175733555025827,0.0005521767198281603,-0.00964182639021427,-0.010202303270802252,0.0005604768805879817
1.01,-0.030000000000000027,0.040000000000000036,-0.010000000000000009,-0.010000000000000009,0.020000000000000018,0.010000000000000009,0.040000000000000036,0.98,-0.030000000000000027,20.0,20.0,20.0,18.181818181818187,25.0,25.0,23.07692307692308,23.07692307692308,-0.013810497632374297,-0.010568502592484168,-0.0032419950398901286,-0.013383189201715107,-0.010598496188538975,-0.0027846930131761316,-0.013024745789121273,-0.010614279956210745,-0.0024104658329105275,-0.012713254676867791,-0.010598700219614919,-0.002114554457252872,-0.01243336994389499,-0.010545639959006118,-0.0018877299848888713
0.98,-0.040000000000000036,0.06500000000000006,-0.010000000000000009,0.020000000000000018,0.010000000000000009,0.040000000000000036,0.030000000000000027,0.98,0.0,15.384615384615387,15.384615384615387,15.384615384615387,15.384615384615387,14.285714285714292,20.0,20.0,18.75,-0.019668525584323415,-0.012590732506437708,-0.007077793077885707,-0.018638621800733723,-0.012206533061720539,-0.006432088739013185,-0.017765982082479814,-0.011914627650165295,-0.005851354432314519,-0.017012608916399774,-0.011667782899043104,-0.00534482601735667,-0.01635044609887326,-0.011438897650192875,-0.004911548448680386
0.98,0.0,0.025000000000000022,0.020000000000000018,0.010000000000000009,0.040000000000000036,0.030000000000000027,0.0,0.945,-0.03500000000000003,16.666666666666657,15.384615384615387,15.384615384615387,15.384615384615387,15.384615384615387,14.285714285714292,20.0,20.0,-0.023922286404466808,-0.015108858095991568,-0.00881342830847524,-0.02254353133767295,-0.014273944803013602,-0.008269586534659349,-0.021358223841905666,-0.013631686427763042,-0.007726537414142623,-0.02032528541988432,-0.013110810101671599,-0.0072144753182127215,-0.019413215630077696,-0.012665960584823707,-0.006747255045253989
0.945,-0.025000000000000022,0.025000000000000022,0.010000000000000009,0.040000000000000036,0.030000000000000027,0.0,0.03500000000000003,0.96,0.015000000000000013,6.896551724137936,12.903225806451616,12.121212121212125,12.121212121212125,12.121212121212125,12.121212121212125,11.428571428571416,16.216216216216225,-0.030024060674843422,-0.01842335011846991,-0.011600710556373513,-0.028132392056675615,-0.017045647216458373,-0.011086744840217242,-0.026492669577261152,-0.015970093005981706,-0.010522576571279446,-0.02505631335508629,-0.015101853922547492,-0.009954459432538799,-0.02378514983008584,-0.014376893884891778,-0.009408255945194061
0.96,0.0050000000000000044,0.015000000000000013,0.040000000000000036,0.030000000000000027,0.0,0.03500000000000003,-0.015000000000000013,0.96,0.0,10.0,15.625,20.588235294117652,19.444444444444443,19.444444444444443,19.444444444444443,19.444444444444443,18.421052631578945,-0.03298815344392314,-0.02165997502440413,-0.011328178419519011,-0.030995932192609432,-0.01983571465057018,-0.011160217542039254,-0.029240038584425587,-0.01838284922160526,-0.010857189362820326,-0.027680985936645364,-0.01719848703029345,-0.010482498906351913,-0.026286160887456722,-0.01620935053525692,-0.010076810352199803
0.96,0.0,0.020000000000000018,0.030000000000000027,0.0,0.03500000000000003,-0.015000000000000013,0.0,0.98,0.020000000000000018,11.538461538461533,10.0,15.625,20.588235294117652,19.444444444444443,19.444444444444443,19.444444444444443,19.444444444444443,-0.034845104915559366,-0.02459000525838722,-0.010255099657172147,-0.03288607019865242,-0.022445793572558322,-0.010440276626094095,-0.0311282678288316,-0.02070022857947706,-0.01042803924935454,-0.02954427670348969,-0.019256209512020336,-0.010288067191469356,-0.028109674658803874,-0.01804039092124252,-0.010069283737561354
0.98,0.015000000000000013,0.025000000000000022,0.0,0.03500000000000003,-0.015000000000000013,0.0,-0.020000000000000018,1.02,0.040000000000000036,25.0,23.33333333333333,20.588235294117652,25.0,28.94736842105263,27.5,27.5,27.5,-0.03403376464294461,-0.026688619217752327,-0.0073451454251922815,-0.03239910379090882,-0.024436460382928436,-0.007962643407980387,-0.030887908569442235,-0.022552553992047808,-0.008335354577394427,-0.02949237788793546,-0.020962300359163372,-0.008530077528772089,-0.028202350244886265,-0.019603929168915346,-0.008598421075970919
1.02,0.040000000000000036,0.06500000000000006,0.03500000000000003,-0.015000000000000013,0.0,-0.020000000000000018,-0.040000000000000036,0.985,-0.03500000000000003,53.57142857142857,41.66666666666667,39.473684210526315,35.71428571428572,38.63636363636364,41.30434782608696,39.58333333333334,39.583333333333336,-0.029387180950845915,-0.02728829977241628,-0.002098881178429636,-0.028462011169169354,-0.02524157208246423,-0.0032204390867051243,-0.027529883432128477,-0.02345753095976518,-0.004072352472363296,-0.026611396030225665,-0.02190384517854129,-0.004707550851684374,-0.025717797561255917,-0.020544605702177244,-0.005173191859078673
0.985,-0.04500000000000004,0.06000000000000005,-0.015000000000000013,0.0,-0.020000000000000018,-0.040000000000000036,0.03500000000000003,1.08,0.09500000000000008,51.72413793103448,42.857142857142854,34.883720930232556,33.33333333333333,30.612244897959187,33.33333333333333,35.84905660377359,34.54545454545455,-0.028574143237050875,-0.027574042827386718,-0.001000100409664157,-0.027841307267710835,-0.025761519916331285,-0.00207978735137955,-0.027071650469943975,-0.024114648338025825,-0.0029570021319181503,-0.026289370254344524,-0.022634784704177492,-0.003654585550167032,-0.025509525184807202,-0.021308495398453055,-0.004201029786354147
